iter,evals,f_best,f_mean,f_std,gbest_f,x_best
1,40,4.216758264594e+01,1.479803028214e+02,5.679132199605e+01,4.216758264594e+01,"[-26.54727117150503, -99.73275768613797, -320.91607136535157, -158.98582786184636, -160.3290602085031]"
2,80,1.518909573878e+01,6.252708523582e+01,2.892314404968e+01,1.518909573878e+01,"[-37.91644585143399, -92.02387751188525, -161.71667222257338, 123.63900516187962, -78.33801599929097]"
3,120,4.601745141506e+00,2.793209818433e+01,1.616061424487e+01,4.601745141506e+00,"[25.545434102337822, -4.607073792279834, -106.03447037203588, -48.70354278972607, 10.290889362532255]"
4,160,5.201627502206e+00,3.025027613715e+01,1.301619992175e+01,4.601745141506e+00,"[25.545434102337822, -4.607073792279834, -106.03447037203588, -48.70354278972607, 10.290889362532255]"
5,200,2.091764411879e+00,1.619746280780e+01,9.269593811573e+00,2.091764411879e+00,"[-0.7315628443401394, 12.876719314589863, -32.99155771364413, 17.68976901971974, 37.164096251734115]"
6,240,1.925194210021e+00,1.535595396185e+01,8.223081812927e+00,1.925194210021e+00,"[-25.25663359763749, -5.169125747033057, -44.00109045238647, 55.27105528596124, 12.57443421371866]"
7,280,2.539183645284e+00,1.268746473082e+01,8.153862745075e+00,1.925194210021e+00,"[-25.25663359763749, -5.169125747033057, -44.00109045238647, 55.27105528596124, 12.57443421371866]"
8,320,2.292650952038e+00,1.143856129178e+01,7.412181664316e+00,1.925194210021e+00,"[-25.25663359763749, -5.169125747033057, -44.00109045238647, 55.27105528596124, 12.57443421371866]"
9,360,2.390885469941e+00,1.121937835798e+01,7.530189209908e+00,1.925194210021e+00,"[-25.25663359763749, -5.169125747033057, -44.00109045238647, 55.27105528596124, 12.57443421371866]"
10,400,1.713879594087e+00,1.056682502624e+01,5.983081573601e+00,1.713879594087e+00,"[-24.172837738491694, -25.18274951924171, 26.284123620071952, -0.636789964174298, 0.03381051087441023]"
11,440,1.750336808152e+00,7.379974691736e+00,5.690226164573e+00,1.713879594087e+00,"[-24.172837738491694, -25.18274951924171, 26.284123620071952, -0.636789964174298, 0.03381051087441023]"
12,480,1.701681654758e+00,8.953391887685e+00,5.902842704955e+00,1.701681654758e+00,"[7.362455537234876, -16.929928841930256, -44.72209536978497, -14.298283474261105, 29.59355770229814]"
13,520,1.838729466150e+00,8.519982790745e+00,5.394783515964e+00,1.701681654758e+00,"[7.362455537234876, -16.929928841930256, -44.72209536978497, -14.298283474261105, 29.59355770229814]"
14,560,1.466746411164e+00,6.995082214162e+00,4.365281209734e+00,1.466746411164e+00,"[27.835970513292573, -5.844144232340071, -12.74517302707136, 28.864595555971597, 10.197090660812908]"
15,600,1.383485257562e+00,5.988711831472e+00,4.664186156625e+00,1.383485257562e+00,"[9.656390541872842, -5.6679743811193575, -7.740088712456526, 33.83945205909619, -5.605836766164892]"
16,640,2.114248858229e+00,5.717187877943e+00,2.940605998677e+00,1.383485257562e+00,"[9.656390541872842, -5.6679743811193575, -7.740088712456526, 33.83945205909619, -5.605836766164892]"
17,680,1.092146948283e+00,5.182549752476e+00,3.849103817856e+00,1.092146948283e+00,"[18.13734745196691, -14.943858319861192, 0.594293115310073, -1.9870812376300755, 4.237059543586099]"
18,720,1.289315282891e+00,5.254616826310e+00,3.347314848631e+00,1.092146948283e+00,"[18.13734745196691, -14.943858319861192, 0.594293115310073, -1.9870812376300755, 4.237059543586099]"
19,760,1.204840830709e+00,4.540356335372e+00,3.087492104381e+00,1.092146948283e+00,"[18.13734745196691, -14.943858319861192, 0.594293115310073, -1.9870812376300755, 4.237059543586099]"
20,800,1.027621640154e+00,3.219202352517e+00,1.681022834025e+00,1.027621640154e+00,"[16.34122593459822, -2.4222052436213133, -5.6760528446856515, -0.20813293388167864, 9.054958730091055]"
21,840,1.223307365079e+00,3.685537274399e+00,2.042253433388e+00,1.027621640154e+00,"[16.34122593459822, -2.4222052436213133, -5.6760528446856515, -0.20813293388167864, 9.054958730091055]"
22,880,8.531550228547e-01,2.962809545919e+00,1.934383630277e+00,8.531550228547e-01,"[8.887380722714802, -0.7652841267375017, -27.69217540447339, -26.27595565673935, 13.48956687569138]"
23,920,9.022988657013e-01,3.809997631119e+00,3.114767071764e+00,8.531550228547e-01,"[8.887380722714802, -0.7652841267375017, -27.69217540447339, -26.27595565673935, 13.48956687569138]"
24,960,9.461352272173e-01,3.183207416291e+00,2.206797561039e+00,8.531550228547e-01,"[8.887380722714802, -0.7652841267375017, -27.69217540447339, -26.27595565673935, 13.48956687569138]"
25,1000,1.117313739661e+00,2.966477768152e+00,2.037353363742e+00,8.531550228547e-01,"[8.887380722714802, -0.7652841267375017, -27.69217540447339, -26.27595565673935, 13.48956687569138]"
26,1040,1.022532632219e+00,2.907999230313e+00,2.822255797638e+00,8.531550228547e-01,"[8.887380722714802, -0.7652841267375017, -27.69217540447339, -26.27595565673935, 13.48956687569138]"
27,1080,1.116673260798e+00,2.848298257221e+00,2.765869464714e+00,8.531550228547e-01,"[8.887380722714802, -0.7652841267375017, -27.69217540447339, -26.27595565673935, 13.48956687569138]"
28,1120,9.100938970025e-01,2.770963374321e+00,2.297872955973e+00,8.531550228547e-01,"[8.887380722714802, -0.7652841267375017, -27.69217540447339, -26.27595565673935, 13.48956687569138]"
29,1160,1.153371362359e+00,2.361173847709e+00,1.052815624895e+00,8.531550228547e-01,"[8.887380722714802, -0.7652841267375017, -27.69217540447339, -26.27595565673935, 13.48956687569138]"
30,1200,9.050080356668e-01,2.450444000036e+00,1.702841081250e+00,8.531550228547e-01,"[8.887380722714802, -0.7652841267375017, -27.69217540447339, -26.27595565673935, 13.48956687569138]"
31,1240,1.100786219063e+00,2.492779580310e+00,1.431682793741e+00,8.531550228547e-01,"[8.887380722714802, -0.7652841267375017, -27.69217540447339, -26.27595565673935, 13.48956687569138]"
32,1280,9.861302407423e-01,2.276448627750e+00,1.563055942104e+00,8.531550228547e-01,"[8.887380722714802, -0.7652841267375017, -27.69217540447339, -26.27595565673935, 13.48956687569138]"
33,1320,8.462387578585e-01,2.361926092698e+00,2.634666476326e+00,8.462387578585e-01,"[2.538068675445688, -7.581042204330103, 5.004701806870536, -23.892559712353503, 14.743465725785356]"
34,1360,1.182684200378e+00,2.233763342475e+00,1.532250688375e+00,8.462387578585e-01,"[2.538068675445688, -7.581042204330103, 5.004701806870536, -23.892559712353503, 14.743465725785356]"
35,1400,1.076969003344e+00,2.314718247855e+00,1.559284467277e+00,8.462387578585e-01,"[2.538068675445688, -7.581042204330103, 5.004701806870536, -23.892559712353503, 14.743465725785356]"
36,1440,8.845602915073e-01,1.949225545601e+00,1.071294307344e+00,8.462387578585e-01,"[2.538068675445688, -7.581042204330103, 5.004701806870536, -23.892559712353503, 14.743465725785356]"
37,1480,6.416374647332e-01,2.281585537387e+00,2.098545074580e+00,6.416374647332e-01,"[9.75745273289404, -4.5262260607210365, 22.463694561927532, -24.284855830994093, 12.984512810322268]"
38,1520,5.760621819610e-01,2.072950429416e+00,1.316083823295e+00,5.760621819610e-01,"[0.39453140467639436, -3.829547733850433, 11.683686838165604, -23.9264275706629, 6.930423321511343]"
39,1560,7.557512252106e-01,1.809858829463e+00,1.081370588755e+00,5.760621819610e-01,"[0.39453140467639436, -3.829547733850433, 11.683686838165604, -23.9264275706629, 6.930423321511343]"
40,1600,8.037449405550e-01,1.994147048770e+00,1.358727473416e+00,5.760621819610e-01,"[0.39453140467639436, -3.829547733850433, 11.683686838165604, -23.9264275706629, 6.930423321511343]"
41,1640,7.842085359552e-01,2.112988269058e+00,1.233198262019e+00,5.760621819610e-01,"[0.39453140467639436, -3.829547733850433, 11.683686838165604, -23.9264275706629, 6.930423321511343]"
42,1680,5.872510449373e-01,2.053843299537e+00,1.445606425321e+00,5.760621819610e-01,"[0.39453140467639436, -3.829547733850433, 11.683686838165604, -23.9264275706629, 6.930423321511343]"
43,1720,6.765557538029e-01,1.726351205631e+00,1.049173984220e+00,5.760621819610e-01,"[0.39453140467639436, -3.829547733850433, 11.683686838165604, -23.9264275706629, 6.930423321511343]"
44,1760,8.904734473824e-01,1.632510988907e+00,8.032123846966e-01,5.760621819610e-01,"[0.39453140467639436, -3.829547733850433, 11.683686838165604, -23.9264275706629, 6.930423321511343]"
45,1800,8.822585109959e-01,1.799120928174e+00,8.287426006850e-01,5.760621819610e-01,"[0.39453140467639436, -3.829547733850433, 11.683686838165604, -23.9264275706629, 6.930423321511343]"
46,1840,9.507500582312e-01,1.908026612987e+00,1.837733046723e+00,5.760621819610e-01,"[0.39453140467639436, -3.829547733850433, 11.683686838165604, -23.9264275706629, 6.930423321511343]"
47,1880,5.059253686324e-01,1.642030788158e+00,1.124161660507e+00,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
48,1920,6.885589937216e-01,1.775666345154e+00,9.668487814682e-01,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
49,1960,9.456107370929e-01,1.748085739980e+00,1.712191697213e+00,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
50,2000,6.636754714574e-01,1.539252051567e+00,1.079057807840e+00,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
51,2040,9.547940343914e-01,2.044455969692e+00,1.925666759548e+00,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
52,2080,7.731544914331e-01,1.717469903828e+00,9.521547078713e-01,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
53,2120,8.905023496710e-01,1.863929696563e+00,1.462231920118e+00,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
54,2160,7.890522534643e-01,1.589672414871e+00,8.156030629402e-01,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
55,2200,7.274671715389e-01,1.743438552945e+00,1.142271654058e+00,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
56,2240,8.286929665342e-01,1.545010004952e+00,8.833759228312e-01,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
57,2280,8.039150460931e-01,1.789015879868e+00,1.460317865812e+00,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
58,2320,5.959465270856e-01,1.412192479086e+00,6.543470246844e-01,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
59,2360,7.857305323256e-01,1.555923032420e+00,9.288359966187e-01,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
60,2400,5.219858902239e-01,1.440320875227e+00,9.985278882563e-01,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
61,2440,5.432107533976e-01,1.532691523037e+00,7.970151017653e-01,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
62,2480,6.252566823867e-01,1.422197661369e+00,9.515777560538e-01,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
63,2520,8.449318020129e-01,1.811489705720e+00,2.617794694367e+00,5.059253686324e-01,"[6.357545037030638, -3.9586310636299102, 12.237538251145335, 12.086509511266339, 6.088253815239324]"
64,2560,4.942859146801e-01,1.638009248603e+00,1.895932623879e+00,4.942859146801e-01,"[5.7276113957352335, -5.064690435858495, 5.609107739402763, -6.890554963342044, 5.407544927797762]"
65,2600,4.807197658724e-01,1.245049104249e+00,3.337654494595e-01,4.807197658724e-01,"[6.50932193323964, -12.657636920442378, 0.9288948499751033, 1.0005159075712111, 8.048082678301636]"
66,2640,4.213363028311e-01,1.407889408325e+00,6.853747168419e-01,4.213363028311e-01,"[0.4384836337769098, -9.3120044097021, 16.836056931873877, 0.7839210385807434, 8.035949228627834]"
67,2680,7.239828180241e-01,1.461347206570e+00,4.862453382013e-01,4.213363028311e-01,"[0.4384836337769098, -9.3120044097021, 16.836056931873877, 0.7839210385807434, 8.035949228627834]"
68,2720,6.499819152861e-01,1.654517551774e+00,1.192917813328e+00,4.213363028311e-01,"[0.4384836337769098, -9.3120044097021, 16.836056931873877, 0.7839210385807434, 8.035949228627834]"
69,2760,8.797624678270e-01,1.463438001043e+00,9.883438217285e-01,4.213363028311e-01,"[0.4384836337769098, -9.3120044097021, 16.836056931873877, 0.7839210385807434, 8.035949228627834]"
70,2800,6.944210733687e-01,1.319055062774e+00,4.416563336337e-01,4.213363028311e-01,"[0.4384836337769098, -9.3120044097021, 16.836056931873877, 0.7839210385807434, 8.035949228627834]"
71,2840,7.480274763107e-01,1.428282498205e+00,7.429329761382e-01,4.213363028311e-01,"[0.4384836337769098, -9.3120044097021, 16.836056931873877, 0.7839210385807434, 8.035949228627834]"
72,2880,5.862579294753e-01,1.341061157199e+00,4.366292438396e-01,4.213363028311e-01,"[0.4384836337769098, -9.3120044097021, 16.836056931873877, 0.7839210385807434, 8.035949228627834]"
73,2920,5.751667907468e-01,1.505647861040e+00,1.000106679481e+00,4.213363028311e-01,"[0.4384836337769098, -9.3120044097021, 16.836056931873877, 0.7839210385807434, 8.035949228627834]"
74,2960,6.617960776778e-01,1.664518145613e+00,1.650122144793e+00,4.213363028311e-01,"[0.4384836337769098, -9.3120044097021, 16.836056931873877, 0.7839210385807434, 8.035949228627834]"
75,3000,9.228700084935e-01,1.424701979564e+00,8.623449169400e-01,4.213363028311e-01,"[0.4384836337769098, -9.3120044097021, 16.836056931873877, 0.7839210385807434, 8.035949228627834]"
76,3040,2.682271298256e-01,1.629335802723e+00,1.290889880671e+00,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
77,3080,8.895914845009e-01,1.551155822191e+00,1.224758893916e+00,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
78,3120,7.018608702740e-01,1.425091052304e+00,7.588864931459e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
79,3160,7.730090361630e-01,1.478918564375e+00,1.536882760635e+00,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
80,3200,9.499447504914e-01,1.635926155802e+00,1.358339901517e+00,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
81,3240,4.810398219742e-01,1.442798695301e+00,5.694840194788e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
82,3280,6.025017613778e-01,1.636734717380e+00,1.884104850672e+00,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
83,3320,8.650161122656e-01,1.313631692714e+00,5.092198947900e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
84,3360,4.557828103219e-01,1.481694060979e+00,1.153524719376e+00,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
85,3400,4.325969622505e-01,1.507466989106e+00,1.331976124370e+00,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
86,3440,6.630118083560e-01,1.366536970462e+00,4.473531807999e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
87,3480,7.480127977583e-01,1.466790132006e+00,9.353352144555e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
88,3520,6.597580616360e-01,1.405338252152e+00,4.165507756049e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
89,3560,6.183781920921e-01,1.432419314067e+00,9.264457796317e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
90,3600,8.863725752060e-01,1.370195698556e+00,4.734384331039e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
91,3640,5.628850812877e-01,1.334926830307e+00,8.573627311039e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
92,3680,5.496258391041e-01,1.489280210328e+00,1.590196588859e+00,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
93,3720,5.778693781673e-01,1.305451510029e+00,4.231431001353e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
94,3760,5.358939741903e-01,1.556383148718e+00,1.204470623709e+00,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
95,3800,5.659970056104e-01,1.247135077775e+00,3.603330721274e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
96,3840,6.654784864104e-01,1.414430953944e+00,8.806212886446e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
97,3880,3.670902928162e-01,1.299529542876e+00,5.705617866845e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
98,3920,3.735777850238e-01,1.367624715950e+00,6.213171577006e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
99,3960,3.867967039486e-01,1.253395986084e+00,3.209088499253e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
100,4000,5.801271977131e-01,1.298212871793e+00,4.591521807467e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
101,4040,6.442983128382e-01,1.310439218796e+00,4.392858738209e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
102,4080,4.722358303549e-01,1.166558382368e+00,3.584791708724e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
103,4120,2.999252288397e-01,1.232899131403e+00,3.186834371068e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
104,4160,6.690358962758e-01,1.217216484763e+00,2.922126736082e-01,2.682271298256e-01,"[3.0923563868615496, -13.788778194565545, 16.606960565006716, 0.6155817703080604, 6.454737329639071]"
105,4200,2.558890145434e-01,1.255188534929e+00,4.539888368685e-01,2.558890145434e-01,"[3.2853113769518663, -13.687834653555045, 16.60099482892807, 0.6110290468719289, 6.457491035881092]"
106,4240,5.626709498148e-01,1.243702554483e+00,3.917611789877e-01,2.558890145434e-01,"[3.2853113769518663, -13.687834653555045, 16.60099482892807, 0.6110290468719289, 6.457491035881092]"
107,4280,4.121328456706e-01,1.220392460857e+00,2.963048096049e-01,2.558890145434e-01,"[3.2853113769518663, -13.687834653555045, 16.60099482892807, 0.6110290468719289, 6.457491035881092]"
108,4320,2.124009905658e-01,1.201765424333e+00,3.371831102999e-01,2.124009905658e-01,"[3.0760317912868107, -13.298343854782946, -4.781920037149937, 0.7971206711077177, 6.884249072518434]"
109,4360,3.398202611497e-01,1.162106258204e+00,3.289081518380e-01,2.124009905658e-01,"[3.0760317912868107, -13.298343854782946, -4.781920037149937, 0.7971206711077177, 6.884249072518434]"
110,4400,4.126277814968e-01,1.131804961101e+00,3.799320054860e-01,2.124009905658e-01,"[3.0760317912868107, -13.298343854782946, -4.781920037149937, 0.7971206711077177, 6.884249072518434]"
111,4440,2.135226727937e-01,1.160579778351e+00,3.071450532884e-01,2.124009905658e-01,"[3.0760317912868107, -13.298343854782946, -4.781920037149937, 0.7971206711077177, 6.884249072518434]"
112,4480,5.827290517021e-01,1.271615661797e+00,4.014946901208e-01,2.124009905658e-01,"[3.0760317912868107, -13.298343854782946, -4.781920037149937, 0.7971206711077177, 6.884249072518434]"
113,4520,5.919024053595e-01,1.212170596542e+00,3.285952046282e-01,2.124009905658e-01,"[3.0760317912868107, -13.298343854782946, -4.781920037149937, 0.7971206711077177, 6.884249072518434]"
114,4560,2.777390186876e-01,1.270258971185e+00,4.333246661494e-01,2.124009905658e-01,"[3.0760317912868107, -13.298343854782946, -4.781920037149937, 0.7971206711077177, 6.884249072518434]"
115,4600,1.510116182444e-01,1.175475780050e+00,4.285909131457e-01,1.510116182444e-01,"[3.0463338555885153, -13.309546373688619, -5.654451212010574, 0.7672575648291255, 6.994351259105821]"
116,4640,1.869658468194e-01,1.129797920972e+00,3.673478447480e-01,1.510116182444e-01,"[3.0463338555885153, -13.309546373688619, -5.654451212010574, 0.7672575648291255, 6.994351259105821]"
117,4680,2.261057616224e-01,1.177616142109e+00,3.431118799582e-01,1.510116182444e-01,"[3.0463338555885153, -13.309546373688619, -5.654451212010574, 0.7672575648291255, 6.994351259105821]"
118,4720,2.547219641583e-01,1.162677767641e+00,3.478512957844e-01,1.510116182444e-01,"[3.0463338555885153, -13.309546373688619, -5.654451212010574, 0.7672575648291255, 6.994351259105821]"
119,4760,1.298651110571e-01,1.124425634132e+00,4.052898872707e-01,1.298651110571e-01,"[3.1328823763657967, -13.380870777844338, -5.741150118329269, 0.6138627763461223, 6.944241356660039]"
120,4800,1.308353567698e-01,1.191485120245e+00,3.663105634101e-01,1.298651110571e-01,"[3.1328823763657967, -13.380870777844338, -5.741150118329269, 0.6138627763461223, 6.944241356660039]"
121,4840,1.391345748702e-01,1.062380128325e+00,5.044108912628e-01,1.298651110571e-01,"[3.1328823763657967, -13.380870777844338, -5.741150118329269, 0.6138627763461223, 6.944241356660039]"
122,4880,1.094058505378e-01,1.061309668564e+00,4.001558990426e-01,1.094058505378e-01,"[3.1380008229183343, -13.364329727171983, -5.215890444179198, 0.5268450749760113, 6.968444529172661]"
123,4920,1.658524001824e-01,1.111659414498e+00,3.955473087808e-01,1.094058505378e-01,"[3.1380008229183343, -13.364329727171983, -5.215890444179198, 0.5268450749760113, 6.968444529172661]"
124,4960,1.321489718455e-01,1.081355476769e+00,4.850215508042e-01,1.094058505378e-01,"[3.1380008229183343, -13.364329727171983, -5.215890444179198, 0.5268450749760113, 6.968444529172661]"
125,5000,8.972278405210e-02,1.197898813537e+00,5.127803327720e-01,8.972278405210e-02,"[3.141263407731829, -13.360314713448089, -5.5556059196265055, 0.3967175612999678, 6.929597318519127]"
126,5040,7.746373383406e-02,1.100233917148e+00,5.573432017345e-01,7.746373383406e-02,"[3.177634611068465, -13.357324058134102, -5.393571205013096, 0.2507676892967211, 6.877675368215095]"
127,5080,7.843399275179e-02,1.152905606335e+00,4.374741062950e-01,7.746373383406e-02,"[3.177634611068465, -13.357324058134102, -5.393571205013096, 0.2507676892967211, 6.877675368215095]"
128,5120,7.827619755975e-02,1.140562451366e+00,5.585098082683e-01,7.746373383406e-02,"[3.177634611068465, -13.357324058134102, -5.393571205013096, 0.2507676892967211, 6.877675368215095]"
