iter,evals,f_best,f_mean,f_std,gbest_f,x_best
379,15160,1.477408569615e-02,8.713355309070e-01,5.453430017430e-01,1.477390120640e-02,"[3.1415669214017115, 0.001028633907691861, -0.00037607932856006075, -6.753672894047025e-05, 7.006957703714869]"
380,15200,1.477396778502e-02,8.228482621039e-01,5.414306283431e-01,1.477390120640e-02,"[3.1415669214017115, 0.001028633907691861, -0.00037607932856006075, -6.753672894047025e-05, 7.006957703714869]"
381,15240,1.477391127051e-02,8.345760221586e-01,5.997702772919e-01,1.477390120640e-02,"[3.1415669214017115, 0.001028633907691861, -0.00037607932856006075, -6.753672894047025e-05, 7.006957703714869]"
382,15280,1.477435779790e-02,7.746036532458e-01,5.282326316650e-01,1.477390120640e-02,"[3.1415669214017115, 0.001028633907691861, -0.00037607932856006075, -6.753672894047025e-05, 7.006957703714869]"
383,15320,1.477382670863e-02,9.460227506229e-01,5.238867902797e-01,1.477382670863e-02,"[3.141577669615114, 0.0007827526077249356, -0.0005337234128015634, 0.00025906906079859306, 7.007285528190063]"
384,15360,1.477382058505e-02,9.404739195562e-01,6.035060875809e-01,1.477382058505e-02,"[3.141578769934141, 0.0007870863259256391, 3.523921152423981e-05, 0.0004176789127033183, 7.006803270544936]"
385,15400,1.477379624841e-02,9.247350972838e-01,8.458927984644e-01,1.477379624841e-02,"[3.141588941712847, 0.000768096530731783, 0.0001945356298715362, 0.0002030326105983035, 7.0071511726506355]"
386,15440,1.477387625206e-02,8.462454716444e-01,6.715471428132e-01,1.477379624841e-02,"[3.141588941712847, 0.000768096530731783, 0.0001945356298715362, 0.0002030326105983035, 7.0071511726506355]"
387,15480,1.477285291321e-02,9.497458876011e-01,7.088941501592e-01,1.477285291321e-02,"[3.1408039111725587, 0.00030763288353434926, -0.00018255918654054527, 0.0004790794199082502, 7.008199774383112]"
388,15520,1.477260068818e-02,9.178616723510e-01,1.109796917789e+00,1.477260068818e-02,"[3.140397451920503, 0.0002956505042541163, -0.0004283496518492061, 0.0005460066845612921, 7.006723981769234]"
389,15560,1.477256342781e-02,9.529325383954e-01,6.130979701308e-01,1.477256342781e-02,"[3.140556532215561, 0.00015879077032349462, 0.00010245268145139493, 7.94674140856572e-05, 7.007090636134132]"
390,15600,1.477269174032e-02,9.265431582210e-01,7.577762730579e-01,1.477256342781e-02,"[3.140556532215561, 0.00015879077032349462, 0.00010245268145139493, 7.94674140856572e-05, 7.007090636134132]"
391,15640,1.477252628231e-02,8.492486341447e-01,7.134466587779e-01,1.477252628231e-02,"[3.1402524280514212, 0.0003506918034965141, -0.0004092486432622699, 0.00017923405974790027, 7.006754922953052]"
392,15680,1.477271273859e-02,8.964790937419e-01,5.197441094015e-01,1.477252628231e-02,"[3.1402524280514212, 0.0003506918034965141, -0.0004092486432622699, 0.00017923405974790027, 7.006754922953052]"
393,15720,1.477257114148e-02,8.510879248693e-01,6.070573479516e-01,1.477252628231e-02,"[3.1402524280514212, 0.0003506918034965141, -0.0004092486432622699, 0.00017923405974790027, 7.006754922953052]"
394,15760,1.477253199952e-02,9.113934146011e-01,6.605222576382e-01,1.477252628231e-02,"[3.1402524280514212, 0.0003506918034965141, -0.0004092486432622699, 0.00017923405974790027, 7.006754922953052]"
395,15800,1.477252885487e-02,8.396213205120e-01,5.892746504514e-01,1.477252628231e-02,"[3.1402524280514212, 0.0003506918034965141, -0.0004092486432622699, 0.00017923405974790027, 7.006754922953052]"
396,15840,1.477247733329e-02,8.197036196558e-01,6.137601939450e-01,1.477247733329e-02,"[3.1402370678372966, 0.0003329467088426405, -0.0003037783944160445, 0.00011729168763221641, 7.0071647748404695]"
397,15880,1.477250136965e-02,9.153418701650e-01,6.199445030164e-01,1.477247733329e-02,"[3.1402370678372966, 0.0003329467088426405, -0.0003037783944160445, 0.00011729168763221641, 7.0071647748404695]"
398,15920,1.477248624685e-02,8.086949811338e-01,5.966391837178e-01,1.477247733329e-02,"[3.1402370678372966, 0.0003329467088426405, -0.0003037783944160445, 0.00011729168763221641, 7.0071647748404695]"
399,15960,1.477245763353e-02,9.854639288513e-01,6.634274333782e-01,1.477245763353e-02,"[3.139987714455545, 0.0002872927759551711, -0.00032705812811434197, 0.0001287423498907183, 7.00700138918585]"
400,16000,1.477246127481e-02,9.339991783137e-01,6.315666823198e-01,1.477245763353e-02,"[3.139987714455545, 0.0002872927759551711, -0.00032705812811434197, 0.0001287423498907183, 7.00700138918585]"
401,16040,1.477245738919e-02,8.772740805889e-01,6.503088275837e-01,1.477245738919e-02,"[3.1400108321831106, 0.0002865013002446506, -0.0003580215384073328, 0.0001282370265763089, 7.007059887687164]"
402,16080,1.477248633466e-02,8.947989776123e-01,7.009967648028e-01,1.477245738919e-02,"[3.1400108321831106, 0.0002865013002446506, -0.0003580215384073328, 0.0001282370265763089, 7.007059887687164]"
403,16120,1.477244982692e-02,6.870889248161e-01,5.485070848681e-01,1.477244982692e-02,"[3.1401769769285326, 0.00031977602679262587, 8.158594301003346e-05, 0.0001609324806411297, 7.00734498429601]"
404,16160,1.477242958414e-02,7.463527626665e-01,5.866412933966e-01,1.477242958414e-02,"[3.1400370508944766, 0.0002530888824212484, -0.00013858129956923122, 0.00012995453864167255, 7.007360014624528]"
405,16200,1.477243381405e-02,8.847516341195e-01,6.790666895081e-01,1.477242958414e-02,"[3.1400370508944766, 0.0002530888824212484, -0.00013858129956923122, 0.00012995453864167255, 7.007360014624528]"
406,16240,1.477242771119e-02,7.956240184014e-01,6.325633984116e-01,1.477242771119e-02,"[3.1400333324729726, 0.00022324290789876177, -8.234645523228835e-05, 0.0001306961982185252, 7.007500684975622]"
407,16280,1.477243120521e-02,8.703273968568e-01,6.279026243493e-01,1.477242771119e-02,"[3.1400333324729726, 0.00022324290789876177, -8.234645523228835e-05, 0.0001306961982185252, 7.007500684975622]"
408,16320,1.477242875921e-02,8.974483405326e-01,6.233136544510e-01,1.477242771119e-02,"[3.1400333324729726, 0.00022324290789876177, -8.234645523228835e-05, 0.0001306961982185252, 7.007500684975622]"
409,16360,1.477242830100e-02,7.338125497142e-01,5.744796486638e-01,1.477242771119e-02,"[3.1400333324729726, 0.00022324290789876177, -8.234645523228835e-05, 0.0001306961982185252, 7.007500684975622]"
410,16400,1.477242451968e-02,6.797371189240e-01,6.003089301464e-01,1.477242451968e-02,"[3.14003865729208, 0.00021511538367279364, 2.5701960282350474e-05, 0.00013074286044602968, 7.007464508580571]"
411,16440,1.477242257328e-02,7.143639704694e-01,5.833630505910e-01,1.477242257328e-02,"[3.1400474757898835, 0.00021452278543062958, 1.716756179083326e-05, 0.0001307888116492477, 7.007387445591286]"
412,16480,1.477242197248e-02,7.952341147711e-01,6.376350216948e-01,1.477242197248e-02,"[3.140053825108302, 0.00021409611469627146, 1.102279487694087e-05, 0.00013082189651556468, 7.007331960239001]"
413,16520,1.477242195493e-02,7.754054188099e-01,5.852936171766e-01,1.477242195493e-02,"[3.1400583966175635, 0.00021378891176753362, 6.598562698938349e-06, 0.0001308457176193129, 7.007292010785355]"
414,16560,1.477242215746e-02,8.726075046991e-01,6.621342947159e-01,1.477242195493e-02,"[3.1400583966175635, 0.00021378891176753362, 6.598562698938349e-06, 0.0001308457176193129, 7.007292010785355]"
415,16600,1.477242197485e-02,9.389496082415e-01,8.814649456084e-01,1.477242195493e-02,"[3.1400583966175635, 0.00021378891176753362, 6.598562698938349e-06, 0.0001308457176193129, 7.007292010785355]"
416,16640,1.477242028973e-02,8.350477963517e-01,6.003066371334e-01,1.477242028973e-02,"[3.140069297452561, 0.00018370743293524177, -1.416317716319612e-05, 0.00012909391776622716, 7.007391554257347]"
417,16680,1.477242181448e-02,8.538344400851e-01,6.716893317164e-01,1.477242028973e-02,"[3.140069297452561, 0.00018370743293524177, -1.416317716319612e-05, 0.00012909391776622716, 7.007391554257347]"
418,16720,1.477241971971e-02,8.167885648453e-01,6.250717603477e-01,1.477241971971e-02,"[3.140083364904235, 0.0001710063639953817, -1.8352144732080856e-05, 0.00012854128679228472, 7.007380207155898]"
419,16760,1.477241886666e-02,8.164913888579e-01,6.714267530544e-01,1.477241886666e-02,"[3.1400909773426777, 0.0001466964340547569, -3.226627151571592e-05, 0.00012781934353591092, 7.0074056723626255]"
420,16800,1.477241834029e-02,8.159788299987e-01,6.398310666131e-01,1.477241834029e-02,"[3.1400808448470676, 0.00015606148186392561, 5.372551705313199e-05, 0.00012945286976788966, 7.007345698102846]"
421,16840,1.477241579219e-02,8.209749013286e-01,6.736631455584e-01,1.477241579219e-02,"[3.140078820071398, 0.0001186121901425073, 6.513109888216101e-05, 0.000128209409118581, 7.007341012315575]"
422,16880,1.477241620660e-02,8.010059322111e-01,7.020142177854e-01,1.477241579219e-02,"[3.140078820071398, 0.0001186121901425073, 6.513109888216101e-05, 0.000128209409118581, 7.007341012315575]"
423,16920,1.477241387984e-02,8.189486333023e-01,6.413552021737e-01,1.477241387984e-02,"[3.1400468790864613, 9.77858349518064e-05, -0.0001423154346515318, -2.4533231313088072e-05, 7.007307764807303]"
424,16960,1.477241620046e-02,8.528768461948e-01,6.554649799759e-01,1.477241387984e-02,"[3.1400468790864613, 9.77858349518064e-05, -0.0001423154346515318, -2.4533231313088072e-05, 7.007307764807303]"
425,17000,1.477241105491e-02,7.890318303836e-01,6.269917503321e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
426,17040,1.477241476436e-02,7.476295776983e-01,6.033818278260e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
427,17080,1.477241228873e-02,6.678522787940e-01,5.291770589559e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
428,17120,1.477241456494e-02,7.347754068498e-01,6.110120239112e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
429,17160,1.477241180366e-02,8.173286905293e-01,6.119753955334e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
430,17200,1.477241193464e-02,5.397102308724e-01,5.010893807873e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
431,17240,1.477241238144e-02,7.793627785887e-01,6.799495396921e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
432,17280,1.477241243137e-02,7.676391059332e-01,5.791356049865e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
433,17320,1.477241145972e-02,7.339051953323e-01,6.044839617175e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
434,17360,1.477241058658e-02,7.939469991218e-01,6.689358283313e-01,1.477241058658e-02,"[3.140058940488162, 9.104219284791418e-05, 4.803460681238668e-07, -2.1429653083031076e-05, 7.007322933381455]"
435,17400,1.477241029136e-02,7.940538825448e-01,6.472723029566e-01,1.477241029136e-02,"[3.1400588677196573, 8.557349434934672e-05, 1.2161518525172395e-05, 7.731826062018618e-06, 7.007317634694157]"
436,17440,1.477241025167e-02,7.072385115506e-01,5.465284910726e-01,1.477241025167e-02,"[3.1400588153263342, 8.163603143037816e-05, 2.0571962694247335e-05, 2.8728091046454396e-05, 7.007313819639303]"
437,17480,1.477241031271e-02,7.514223616751e-01,6.884332312892e-01,1.477241025167e-02,"[3.1400588153263342, 8.163603143037816e-05, 2.0571962694247335e-05, 2.8728091046454396e-05, 7.007313819639303]"
438,17520,1.477241047362e-02,8.499289819973e-01,6.536218539551e-01,1.477241025167e-02,"[3.1400588153263342, 8.163603143037816e-05, 2.0571962694247335e-05, 2.8728091046454396e-05, 7.007313819639303]"
439,17560,1.477241023627e-02,6.118280641821e-01,5.679032772648e-01,1.477241023627e-02,"[3.140058846146851, 8.302049497253968e-05, 1.890440876689547e-05, 1.812423767316264e-05, 7.007313718170866]"
440,17600,1.477241010387e-02,8.656596873063e-01,6.661494172010e-01,1.477241010387e-02,"[3.1400588523777246, 8.145125937178683e-05, 1.2298496374605193e-05, 1.015922617878328e-05, 7.0073120902694965]"
441,17640,1.477241002849e-02,6.794397819874e-01,5.600702231685e-01,1.477241002849e-02,"[3.1400588568639534, 8.032140973924478e-05, 7.5422394521561945e-06, 4.424417902830142e-06, 7.007310918180511]"
442,17680,1.477240998456e-02,7.625344076149e-01,5.859681781148e-01,1.477240998456e-02,"[3.140058860094038, 7.95079180038145e-05, 4.117734467992916e-06, 2.953559441438821e-07, 7.0073100742764405]"
443,17720,1.477240995829e-02,6.295386303995e-01,5.460956499989e-01,1.477240995829e-02,"[3.140058862419699, 7.89222039543047e-05, 1.652090879395355e-06, -2.677568666110225e-06, 7.00730946666551]"
444,17760,1.477240994216e-02,7.642108175642e-01,6.220797231104e-01,1.477240994216e-02,"[3.140058864094175, 7.850048983865764e-05, -1.231725043948888e-07, -4.818074385493182e-06, 7.00730902918564]"
445,17800,1.477240993199e-02,7.393202449303e-01,6.610490739355e-01,1.477240993199e-02,"[3.140058865299798, 7.819685567539177e-05, -1.4013621407238643e-06, -6.359238503448911e-06, 7.007308714200134]"
446,17840,1.477240992541e-02,7.932854111184e-01,6.287495279877e-01,1.477240992541e-02,"[3.140058866167846, 7.797823907784033e-05, -2.3216586788807266e-06, -7.468876668377036e-06, 7.007308487410569]"
447,17880,1.477240992106e-02,6.005737163384e-01,5.117176695885e-01,1.477240992106e-02,"[3.140058866792841, 7.78208351276033e-05, -2.9842721863536677e-06, -8.267816147125286e-06, 7.007308324122082]"
448,17920,1.477240991813e-02,7.059087653217e-01,6.097198114044e-01,1.477240991813e-02,"[3.140058867242837, 7.770750428343263e-05, -3.461353911734185e-06, -8.843052571824025e-06, 7.007308206554372]"
449,17960,1.477240991612e-02,7.384842684389e-01,5.472919993537e-01,1.477240991612e-02,"[3.140058867566834, 7.762590607562976e-05, -3.8048527540081575e-06, -9.257222797607118e-06, 7.007308121905621]"
450,18000,1.477240991473e-02,6.714955299172e-01,5.443770758712e-01,1.477240991473e-02,"[3.140058867800112, 7.756715536601168e-05, -4.052171920445418e-06, -9.555425360170945e-06, 7.00730806095852]"
451,18040,1.477240991376e-02,8.488017125829e-01,6.378635268098e-01,1.477240991376e-02,"[3.1400588679680723, 7.752485485508667e-05, -4.230241720280245e-06, -9.770131205216901e-06, 7.007308017076608]"
452,18080,1.477240991307e-02,7.126495787930e-01,6.376542622054e-01,1.477240991307e-02,"[3.1400588680890036, 7.749439848722067e-05, -4.358451976161321e-06, -9.924719413649989e-06, 7.0073079854816305]"
453,18120,1.477240991259e-02,6.812617533390e-01,5.716997900169e-01,1.477240991259e-02,"[3.140058868176074, 7.747246990235714e-05, -4.4507633603956956e-06, -1.0036022923721811e-05, 7.007307962733247]"
454,18160,1.477240991224e-02,7.718127590539e-01,6.071203686736e-01,1.477240991224e-02,"[3.1400588682387647, 7.745668132125541e-05, -4.517227557044445e-06, -1.0116161450973524e-05, 7.007307946354411]"
455,18200,1.477240991199e-02,8.033929569862e-01,6.743660493858e-01,1.477240991199e-02,"[3.140058868283902, 7.744531354286215e-05, -4.565081778631545e-06, -1.0173861190594757e-05, 7.0073079345616485]"
456,18240,1.477240991182e-02,6.932678975586e-01,6.070628895011e-01,1.477240991182e-02,"[3.140058868316401, 7.743712874241901e-05, -4.599536818174257e-06, -1.0215405003122046e-05, 7.00730792607086]"
457,18280,1.477240991169e-02,7.219441645910e-01,5.859712503206e-01,1.477240991169e-02,"[3.1400588683398, 7.743123568609995e-05, -4.624344446645009e-06, -1.0245316548141694e-05, 7.007307919957492]"
458,18320,1.477240991160e-02,8.486981391768e-01,6.966462852057e-01,1.477240991160e-02,"[3.1400588683566473, 7.742699268555022e-05, -4.642205939143951e-06, -1.026685286055584e-05, 7.0073079155558675]"
459,18360,1.477240991153e-02,7.790307844773e-01,6.285283505211e-01,1.477240991153e-02,"[3.1400588683687776, 7.742393772515441e-05, -4.655066213743189e-06, -1.0282359005494026e-05, 7.007307912386698]"
460,18400,1.477240991148e-02,7.720260236682e-01,7.036303426800e-01,1.477240991148e-02,"[3.1400588683775115, 7.742173815366943e-05, -4.664325611454641e-06, -1.0293523429849519e-05, 7.007307910104895]"
461,18440,1.477240982809e-02,8.635547602157e-01,6.771649242016e-01,1.477240982809e-02,"[3.140040852300933, 6.185723942136193e-05, -6.638907330794368e-05, 4.327331465384896e-05, 7.0073066685961045]"
462,18480,1.477240899559e-02,7.220190757418e-01,6.126271375047e-01,1.477240899559e-02,"[3.1400256652224217, 4.205970481382483e-05, -6.111223073343582e-05, 3.903329978834923e-05, 7.007306845986975]"
463,18520,1.477240866908e-02,7.989617238092e-01,6.042380184439e-01,1.477240866908e-02,"[3.1400147305258934, 2.780547989639812e-05, -5.7312904079790174e-05, 3.598048908518943e-05, 7.007306973708403]"
464,18560,1.477240857546e-02,8.919519252752e-01,6.746577340883e-01,1.477240857546e-02,"[3.140006857544393, 1.7542437955850892e-05, -5.4577388889165305e-05, 3.3782465378914376e-05, 7.00730706566783]"
465,18600,1.477240831109e-02,7.681161113965e-01,6.609638766483e-01,1.477240831109e-02,"[3.1400041389355415, 2.2783283348219835e-05, -1.2898131228006649e-05, 4.464443149296206e-05, 7.007306575829824]"
466,18640,1.477240839059e-02,9.223732587520e-01,6.715984417986e-01,1.477240831109e-02,"[3.1400041389355415, 2.2783283348219835e-05, -1.2898131228006649e-05, 4.464443149296206e-05, 7.007306575829824]"
467,18680,1.477240811528e-02,8.590498572742e-01,8.052915211340e-01,1.477240811528e-02,"[3.1400098094219073, 1.6819694106062404e-05, -1.4745421557167224e-05, 3.925352363556737e-05, 7.007306588556649]"
468,18720,1.477240790838e-02,7.923708694074e-01,1.036961209946e+00,1.477240790838e-02,"[3.1400126371207158, 1.684694384356322e-05, 1.8044689511254074e-06, 1.4048400729196257e-05, 7.007316185978852]"
469,18760,1.477240788906e-02,9.356552968205e-01,7.547732576211e-01,1.477240788906e-02,"[3.1400182189625103, 1.8258154822910552e-05, 1.540896526194834e-06, 2.1833239934519026e-05, 7.007307738541947]"
470,18800,1.477240784487e-02,9.509900922134e-01,1.194593721553e+00,1.477240784487e-02,"[3.1400217829360675, 1.9912360664147455e-05, -5.242268156470978e-06, 3.151176401313469e-06, 7.007309184373574]"
471,18840,1.477240788568e-02,7.255717562755e-01,6.218937050098e-01,1.477240784487e-02,"[3.1400217829360675, 1.9912360664147455e-05, -5.242268156470978e-06, 3.151176401313469e-06, 7.007309184373574]"
472,18880,1.477240790687e-02,9.720180333514e-01,9.214712613158e-01,1.477240784487e-02,"[3.1400217829360675, 1.9912360664147455e-05, -5.242268156470978e-06, 3.151176401313469e-06, 7.007309184373574]"
473,18920,1.477240784549e-02,6.614947990033e-01,5.942587145658e-01,1.477240784487e-02,"[3.1400217829360675, 1.9912360664147455e-05, -5.242268156470978e-06, 3.151176401313469e-06, 7.007309184373574]"
474,18960,1.477240789340e-02,7.841754930347e-01,7.977451876822e-01,1.477240784487e-02,"[3.1400217829360675, 1.9912360664147455e-05, -5.242268156470978e-06, 3.151176401313469e-06, 7.007309184373574]"
475,19000,1.477240786449e-02,7.789768294167e-01,6.370448815641e-01,1.477240784487e-02,"[3.1400217829360675, 1.9912360664147455e-05, -5.242268156470978e-06, 3.151176401313469e-06, 7.007309184373574]"
476,19040,1.477240789054e-02,7.936939096618e-01,1.298041351143e+00,1.477240784487e-02,"[3.1400217829360675, 1.9912360664147455e-05, -5.242268156470978e-06, 3.151176401313469e-06, 7.007309184373574]"
477,19080,1.477240783845e-02,9.355575686315e-01,1.150602121537e+00,1.477240783845e-02,"[3.1400211840849606, 1.9858869762939952e-05, -5.875260619161571e-07, 3.0313497903738597e-07, 7.007308875302507]"
478,19120,1.477240783387e-02,7.221434224719e-01,6.691528008275e-01,1.477240783387e-02,"[3.1400202237843433, 1.8051553410902533e-05, 6.248863763054735e-06, 6.422375233532885e-06, 7.00730852812484]"
479,19160,1.477240783697e-02,8.369588877432e-01,7.182845928368e-01,1.477240783387e-02,"[3.1400202237843433, 1.8051553410902533e-05, 6.248863763054735e-06, 6.422375233532885e-06, 7.00730852812484]"
480,19200,1.477240781869e-02,7.953972224358e-01,6.696282222614e-01,1.477240781869e-02,"[3.140025481479506, 1.711904413300522e-05, 8.952695159839032e-06, 1.7405558682009949e-06, 7.007303067469484]"
481,19240,1.477240782190e-02,8.624995770195e-01,9.086744518565e-01,1.477240781869e-02,"[3.140025481479506, 1.711904413300522e-05, 8.952695159839032e-06, 1.7405558682009949e-06, 7.007303067469484]"
482,19280,1.477240782522e-02,9.092753461996e-01,8.615406216126e-01,1.477240781869e-02,"[3.140025481479506, 1.711904413300522e-05, 8.952695159839032e-06, 1.7405558682009949e-06, 7.007303067469484]"
483,19320,1.477240781126e-02,8.186206440831e-01,7.210725118266e-01,1.477240781126e-02,"[3.1400257528801885, 1.693206597520041e-05, 5.152869825092269e-06, -4.90240632225232e-06, 7.007302805874754]"
484,19360,1.477240779706e-02,8.981590885514e-01,8.474516231889e-01,1.477240779706e-02,"[3.1400250122404993, 1.6541188399190078e-05, 1.4201420495267958e-06, -2.5349848442162843e-06, 7.007300411247414]"
485,19400,1.477240779169e-02,9.441665754447e-01,1.394675346192e+00,1.477240779169e-02,"[3.140024478979923, 1.6259756544462637e-05, -1.267421948880345e-06, -8.304413800303387e-07, 7.007298687115729]"
486,19440,1.477240779034e-02,7.694730449337e-01,6.721568891752e-01,1.477240779034e-02,"[3.140024095032308, 1.6057125609058882e-05, -3.202468027733486e-06, 3.9682991418354213e-07, 7.0072974457409165]"
487,19480,1.477240778271e-02,8.081938733176e-01,9.702359597650e-01,1.477240778271e-02,"[3.1400215848967243, 1.2600516190017808e-05, -5.667304769271998e-06, -4.517319342911399e-06, 7.007307104750353]"
488,19520,1.477240776675e-02,9.431258079910e-01,1.323424967387e+00,1.477240776675e-02,"[3.1400235364587163, 1.1124199777584474e-05, -5.834313601427124e-06, -3.337867788655951e-06, 7.007303654259271]"
489,19560,1.477240776069e-02,8.030146839135e-01,6.786550800091e-01,1.477240776069e-02,"[3.1400235564064842, 9.331027380041157e-06, -4.519633121634819e-06, -6.052445760449093e-07, 7.0073073040089415]"
490,19600,1.477240776047e-02,7.014961896472e-01,6.716446993460e-01,1.477240776047e-02,"[3.1400247795496403, 8.524073484401942e-06, 2.4791608351758367e-06, -6.779815081453493e-06, 7.007306423319455]"
491,19640,1.477240776986e-02,7.834151558628e-01,6.599070765094e-01,1.477240776047e-02,"[3.1400247795496403, 8.524073484401942e-06, 2.4791608351758367e-06, -6.779815081453493e-06, 7.007306423319455]"
492,19680,1.477240775283e-02,6.535637410102e-01,6.125045223240e-01,1.477240775283e-02,"[3.1400254066015503, 5.983473177040201e-06, 3.2761003966691095e-06, -9.967659228713069e-06, 7.00730162896765]"
493,19720,1.477240774080e-02,7.291150949598e-01,6.219464258609e-01,1.477240774080e-02,"[3.1400247141275845, 5.280374528176389e-06, -2.7155882717508924e-07, -4.691993646474279e-06, 7.007304010174716]"
494,19760,1.477240773307e-02,8.891443174647e-01,6.761378926019e-01,1.477240773307e-02,"[3.1400250712985893, 2.50208995677002e-06, -2.5246651908674764e-06, -9.347433415599008e-07, 7.007302939033081]"
495,19800,1.477240773335e-02,7.072765057180e-01,6.349081629109e-01,1.477240773307e-02,"[3.1400250712985893, 2.50208995677002e-06, -2.5246651908674764e-06, -9.347433415599008e-07, 7.007302939033081]"
496,19840,1.477240773132e-02,7.539182411035e-01,5.571903183552e-01,1.477240773132e-02,"[3.1400251795537204, 6.730750874694575e-07, -2.587380557561103e-06, -1.5019594226405604e-06, 7.007302312972643]"
497,19880,1.477240773094e-02,7.309417692073e-01,6.025428633089e-01,1.477240773094e-02,"[3.140020040103008, -2.9019161783507694e-07, -2.4369885590153845e-06, 1.2053152431421741e-06, 7.007302336057414]"
498,19920,1.477240772965e-02,6.481324676798e-01,5.857580691842e-01,1.477240772965e-02,"[3.1400246025740204, -2.6341731242851948e-06, -2.4795440948610808e-06, 6.35629465919284e-07, 7.0073007487533]"
499,19960,1.477240772802e-02,6.742441148243e-01,5.680946417674e-01,1.477240772802e-02,"[3.140022511934958, -1.4227547071217092e-06, -2.935136312227374e-06, 1.5294069466273475e-06, 7.007301724338111]"
500,20000,1.477240772657e-02,7.572638624302e-01,6.720255692772e-01,1.477240772657e-02,"[3.140022248594173, -1.8368273935743282e-06, -2.0128235878599575e-06, 1.3667565149312966e-06, 7.007300679381759]"
