iter,evals,f_best,f_mean,f_std,gbest_f
1,40,3.244106483436e+01,1.478715553833e+02,6.607273936371e+01,3.244106483436e+01
2,80,2.505440486549e+01,7.196124696245e+01,3.441760301061e+01,2.505440486549e+01
3,120,3.355052910903e+00,4.364104706081e+01,2.371612100764e+01,3.355052910903e+00
4,160,4.836653923793e+00,2.324913088464e+01,1.556583168081e+01,3.355052910903e+00
5,200,3.265643975323e+00,2.178198428824e+01,1.263521533531e+01,3.265643975323e+00
6,240,3.046711750555e+00,1.670411668781e+01,1.121347256268e+01,3.046711750555e+00
7,280,3.415884710332e+00,1.604439570418e+01,8.746518857343e+00,3.046711750555e+00
8,320,1.732617413277e+00,1.229516571229e+01,7.266683856342e+00,1.732617413277e+00
9,360,2.233024987305e+00,1.107301994928e+01,8.279878956791e+00,1.732617413277e+00
10,400,2.153142498854e+00,9.042913423093e+00,6.270085894556e+00,1.732617413277e+00
11,440,1.138675813348e+00,7.495555701408e+00,4.838834092909e+00,1.138675813348e+00
12,480,9.690379997046e-01,6.354325726039e+00,5.407421821015e+00,9.690379997046e-01
13,520,1.268463168175e+00,6.232339930684e+00,4.841858609928e+00,9.690379997046e-01
14,560,1.609582439413e+00,5.354569925469e+00,5.512786513952e+00,9.690379997046e-01
15,600,9.857038080927e-01,5.028962353902e+00,4.576246824168e+00,9.690379997046e-01
16,640,1.147158552589e+00,4.675013253400e+00,4.256281988130e+00,9.690379997046e-01
17,680,1.142254941901e+00,4.610122295017e+00,3.077104284226e+00,9.690379997046e-01
18,720,1.033528130633e+00,3.912384450552e+00,3.983358558728e+00,9.690379997046e-01
19,760,1.449919424780e+00,4.272658957022e+00,3.739523692439e+00,9.690379997046e-01
20,800,1.193325754999e+00,2.750746671640e+00,1.603879221157e+00,9.690379997046e-01
21,840,9.010381137066e-01,3.549946452022e+00,2.474586810185e+00,9.010381137066e-01
22,880,1.057627007057e+00,2.781240565345e+00,2.147213927200e+00,9.010381137066e-01
23,920,8.458451124786e-01,3.878036705428e+00,3.869743492339e+00,8.458451124786e-01
24,960,9.274465463460e-01,2.491521839316e+00,2.832975688822e+00,8.458451124786e-01
25,1000,7.980666251283e-01,3.402912953318e+00,2.707396220138e+00,7.980666251283e-01
26,1040,2.226389151690e-01,2.827671187188e+00,3.261765492568e+00,2.226389151690e-01
27,1080,9.072656225340e-01,3.072539122457e+00,3.324718822816e+00,2.226389151690e-01
28,1120,9.888016536665e-01,2.769720867920e+00,2.848735521201e+00,2.226389151690e-01
29,1160,4.855897652386e-01,3.303858053229e+00,4.021445516925e+00,2.226389151690e-01
30,1200,8.531299668405e-01,2.743033698506e+00,3.018843462784e+00,2.226389151690e-01
31,1240,6.730500317562e-01,2.520463953308e+00,3.913493295227e+00,2.226389151690e-01
32,1280,4.318622576681e-01,2.319589476505e+00,1.908156191140e+00,2.226389151690e-01
33,1320,4.286408955669e-01,2.485226027847e+00,2.691861455578e+00,2.226389151690e-01
34,1360,8.579204261365e-01,1.840312374895e+00,1.132199366852e+00,2.226389151690e-01
35,1400,8.713147984527e-01,1.821329257041e+00,1.772647293410e+00,2.226389151690e-01
36,1440,5.737292385257e-01,1.850796033033e+00,1.421041239708e+00,2.226389151690e-01
37,1480,5.563007750711e-01,1.734223186336e+00,1.305466877902e+00,2.226389151690e-01
38,1520,9.185704683080e-01,1.627193000350e+00,6.997065381548e-01,2.226389151690e-01
39,1560,9.177035991570e-01,1.528244916934e+00,6.987128785740e-01,2.226389151690e-01
40,1600,6.486935717106e-01,1.594642871786e+00,8.639817517886e-01,2.226389151690e-01
41,1640,6.721129395871e-01,1.457295224353e+00,4.723596052012e-01,2.226389151690e-01
42,1680,9.284066661522e-01,1.494489998634e+00,6.043604194561e-01,2.226389151690e-01
43,1720,5.614365991141e-01,1.487511203766e+00,6.236216970282e-01,2.226389151690e-01
44,1760,5.934524348994e-01,1.434044273871e+00,7.730711082999e-01,2.226389151690e-01
45,1800,6.792474382614e-01,1.368178131556e+00,3.849487291184e-01,2.226389151690e-01
46,1840,7.564626058630e-01,1.362032038985e+00,5.089054873914e-01,2.226389151690e-01
47,1880,4.002747239166e-01,1.370757137134e+00,6.296857777050e-01,2.226389151690e-01
48,1920,4.391548607259e-01,1.250743382124e+00,4.073705900094e-01,2.226389151690e-01
49,1960,5.643419175183e-01,1.239544444945e+00,3.087641806861e-01,2.226389151690e-01
50,2000,3.898629150269e-01,1.233356816316e+00,4.335112532700e-01,2.226389151690e-01
51,2040,4.978753190917e-01,1.302094678596e+00,4.967010587094e-01,2.226389151690e-01
52,2080,3.160719763444e-01,1.134964971432e+00,2.845614501117e-01,2.226389151690e-01
53,2120,2.561101117331e-01,1.250933194431e+00,5.022347436116e-01,2.226389151690e-01
54,2160,6.228227461375e-01,1.282688217136e+00,4.341689053773e-01,2.226389151690e-01
55,2200,3.720697065509e-01,1.304408533378e+00,8.072202777819e-01,2.226389151690e-01
56,2240,1.936289695469e-01,1.202241477957e+00,5.950986832560e-01,1.936289695469e-01
57,2280,4.265809828447e-01,1.239805249344e+00,4.325488370906e-01,1.936289695469e-01
58,2320,4.483108451581e-01,1.272536217192e+00,4.788812864381e-01,1.936289695469e-01
59,2360,2.605265028032e-01,1.283080081930e+00,4.339015297425e-01,1.936289695469e-01
60,2400,2.697867441449e-01,1.254042647677e+00,4.325476548992e-01,1.936289695469e-01
61,2440,2.792112505483e-01,1.102101338931e+00,4.264849558072e-01,1.936289695469e-01
62,2480,2.132233392245e-01,1.107968793369e+00,4.022101659898e-01,1.936289695469e-01
63,2520,1.753253308574e-01,1.145237264199e+00,4.292415343365e-01,1.753253308574e-01
64,2560,3.259762953252e-01,1.307557523690e+00,4.481753398910e-01,1.753253308574e-01
65,2600,1.360501740782e-01,1.150610357308e+00,3.786171738118e-01,1.360501740782e-01
66,2640,2.881062290485e-01,1.167582205255e+00,4.101629312386e-01,1.360501740782e-01
67,2680,3.659493056819e-01,1.175189562752e+00,3.581793757507e-01,1.360501740782e-01
68,2720,3.867207885272e-01,1.228222755076e+00,3.585478361915e-01,1.360501740782e-01
69,2760,2.363592123282e-01,1.187254650093e+00,4.117161871664e-01,1.360501740782e-01
70,2800,2.063190355478e-01,1.130883964659e+00,4.974984588250e-01,1.360501740782e-01
71,2840,1.558385226272e-01,1.187432522624e+00,4.986321861311e-01,1.360501740782e-01
72,2880,1.605392008883e-01,1.207508309661e+00,4.342579995725e-01,1.360501740782e-01
73,2920,1.545010837037e-01,1.379470760221e+00,8.055937084321e-01,1.360501740782e-01
74,2960,1.997912110949e-01,1.220185299249e+00,4.919476365375e-01,1.360501740782e-01
75,3000,1.870525070237e-01,1.345711471568e+00,1.069408244971e+00,1.360501740782e-01
76,3040,1.143035349723e-01,1.391643993658e+00,1.087343362731e+00,1.143035349723e-01
77,3080,1.551778589940e-01,1.304825744344e+00,5.701559249739e-01,1.143035349723e-01
78,3120,1.852072095780e-01,1.381979636239e+00,1.843739626163e+00,1.143035349723e-01
79,3160,3.405137205072e-01,1.145056459860e+00,3.646219958355e-01,1.143035349723e-01
80,3200,1.033384656349e-01,1.383008545495e+00,1.174712142126e+00,1.033384656349e-01
81,3240,2.679064737886e-01,1.205455808359e+00,4.814000878690e-01,1.033384656349e-01
82,3280,1.309450452341e-01,1.303057116227e+00,9.105031135107e-01,1.033384656349e-01
83,3320,1.345011649437e-01,1.222163476352e+00,6.938732165104e-01,1.033384656349e-01
84,3360,1.099645044884e-01,1.131922662952e+00,6.199663652007e-01,1.033384656349e-01
85,3400,1.220938549677e-01,1.163070781357e+00,5.851536552146e-01,1.033384656349e-01
86,3440,1.581284348998e-01,1.002438910369e+00,5.048977784141e-01,1.033384656349e-01
87,3480,1.027986622370e-01,1.044089874339e+00,5.111950546648e-01,1.027986622370e-01
88,3520,1.084690227120e-01,1.023009219995e+00,5.034750366852e-01,1.027986622370e-01
89,3560,1.027567640806e-01,1.111988600876e+00,5.242571456234e-01,1.027567640806e-01
90,3600,1.173552832546e-01,9.370200205720e-01,4.456589806287e-01,1.027567640806e-01
91,3640,1.064033124628e-01,1.039932853904e+00,5.512380195800e-01,1.027567640806e-01
92,3680,1.190053651000e-01,1.099177868227e+00,7.599219016074e-01,1.027567640806e-01
93,3720,1.017550013436e-01,1.007950352722e+00,7.682102055314e-01,1.017550013436e-01
94,3760,1.008111764439e-01,1.002124035321e+00,6.559571427918e-01,1.008111764439e-01
95,3800,9.657985354552e-02,9.413992592888e-01,5.050728956068e-01,9.657985354552e-02
96,3840,1.132143378874e-01,9.008570638151e-01,5.694354424585e-01,9.657985354552e-02
97,3880,9.853742328289e-02,9.853297819966e-01,5.319543187618e-01,9.657985354552e-02
98,3920,1.041671447204e-01,1.042934673418e+00,6.980388000640e-01,9.657985354552e-02
99,3960,9.248278544311e-02,8.715961993482e-01,5.769699114407e-01,9.248278544311e-02
100,4000,1.005775221774e-01,1.057244327497e+00,7.303216336783e-01,9.248278544311e-02
101,4040,9.351943720666e-02,1.025951560220e+00,6.462832935658e-01,9.248278544311e-02
102,4080,9.585451733594e-02,1.104088185617e+00,6.306486594227e-01,9.248278544311e-02
103,4120,1.038317032833e-01,1.027249516266e+00,5.814016400173e-01,9.248278544311e-02
104,4160,9.318030650503e-02,9.772358083894e-01,5.317887742497e-01,9.248278544311e-02
105,4200,9.167187362287e-02,1.035301491209e+00,5.430178645362e-01,9.167187362287e-02
106,4240,9.783736626132e-02,9.054462121986e-01,5.670271143330e-01,9.167187362287e-02
107,4280,9.244229219516e-02,1.026236504859e+00,5.760776216723e-01,9.167187362287e-02
108,4320,9.246234383401e-02,9.487032534334e-01,5.957321715833e-01,9.167187362287e-02
109,4360,9.041359471378e-02,9.756287843429e-01,6.337308455321e-01,9.041359471378e-02
110,4400,8.984931498315e-02,9.931855524294e-01,5.854299413815e-01,8.984931498315e-02
111,4440,9.108094166950e-02,1.037772086463e+00,6.914237102178e-01,8.984931498315e-02
112,4480,9.051531194093e-02,8.295271302880e-01,5.218008682024e-01,8.984931498315e-02
113,4520,9.006926135499e-02,9.124877116928e-01,5.957705672664e-01,8.984931498315e-02
114,4560,8.987333113703e-02,9.894839090379e-01,5.768535426765e-01,8.984931498315e-02
115,4600,9.214166697252e-02,9.129247581587e-01,6.068101476401e-01,8.984931498315e-02
116,4640,8.985586895224e-02,9.258143960705e-01,5.803869263619e-01,8.984931498315e-02
117,4680,8.952798246271e-02,8.806855927923e-01,6.055258245404e-01,8.952798246271e-02
118,4720,8.988988616680e-02,8.168723538733e-01,5.191662430111e-01,8.952798246271e-02
119,4760,8.989367736685e-02,9.564481661393e-01,7.995319433063e-01,8.952798246271e-02
120,4800,8.969274883145e-02,1.002128992080e+00,7.133662504587e-01,8.952798246271e-02
121,4840,8.946624548985e-02,8.482239823255e-01,6.357625618916e-01,8.946624548985e-02
122,4880,8.960505934001e-02,8.818076410443e-01,6.457876989873e-01,8.946624548985e-02
123,4920,8.978163375604e-02,7.883382376074e-01,5.502177757539e-01,8.946624548985e-02
124,4960,8.955347174930e-02,1.006776142652e+00,7.279151102307e-01,8.946624548985e-02
125,5000,8.921810315584e-02,1.109773647932e+00,1.329247444206e+00,8.921810315584e-02
126,5040,8.920324029037e-02,9.518752547822e-01,1.211246634454e+00,8.920324029037e-02
127,5080,8.926838267397e-02,1.001536928241e+00,7.401023343878e-01,8.920324029037e-02
128,5120,8.944334354483e-02,9.826450270392e-01,9.456990504671e-01,8.920324029037e-02
129,5160,8.915582607934e-02,9.828950559979e-01,8.560985732801e-01,8.915582607934e-02
130,5200,8.952477856179e-02,9.651023236935e-01,7.494137526745e-01,8.915582607934e-02
131,5240,8.943610443958e-02,9.369631124366e-01,8.161758199488e-01,8.915582607934e-02
132,5280,8.913761538531e-02,8.951295110686e-01,7.718903540178e-01,8.913761538531e-02
133,5320,8.914945323386e-02,9.452385286141e-01,1.027221165798e+00,8.913761538531e-02
134,5360,8.400993005552e-02,8.174007062130e-01,6.884319408354e-01,8.400993005552e-02
135,5400,1.028853710085e-01,1.172842745094e+00,5.582545861119e-01,8.400993005552e-02
136,5440,2.275405738972e-01,9.440365655383e-01,3.258234655823e-01,8.400993005552e-02
137,5480,1.898572548447e-01,1.129461454118e+00,5.107378457336e-01,8.400993005552e-02
138,5520,6.414908487248e-01,1.226236592021e+00,3.976481306105e-01,8.400993005552e-02
139,5560,2.196798152635e-01,1.040765792040e+00,3.381209652906e-01,8.400993005552e-02
140,5600,3.910944093422e-01,1.169891101796e+00,4.191217232191e-01,8.400993005552e-02
141,5640,2.811788769800e-01,1.159915747343e+00,4.261999282813e-01,8.400993005552e-02
142,5680,3.790471009826e-01,1.189372611480e+00,4.376532503291e-01,8.400993005552e-02
143,5720,2.085167967547e-01,1.125653263141e+00,3.730375585449e-01,8.400993005552e-02
144,5760,2.902429465989e-01,1.251087706271e+00,3.813625431943e-01,8.400993005552e-02
145,5800,1.315423335556e-01,1.081462027749e+00,4.759192049976e-01,8.400993005552e-02
146,5840,3.322921422599e-01,1.292025897483e+00,3.873859937445e-01,8.400993005552e-02
147,5880,3.085096530752e-01,1.256867626989e+00,5.717771374696e-01,8.400993005552e-02
148,5920,1.370928061840e-01,1.357811616217e+00,1.323874219418e+00,8.400993005552e-02
149,5960,1.974590854037e-01,1.255585974029e+00,7.212344895200e-01,8.400993005552e-02
150,6000,1.168571563160e-01,1.342094765237e+00,9.629494869151e-01,8.400993005552e-02
151,6040,2.496021257016e-01,1.265602421773e+00,4.885595633937e-01,8.400993005552e-02
152,6080,2.371587070026e-01,1.351740055886e+00,6.589058436928e-01,8.400993005552e-02
153,6120,1.325855937830e-01,1.207924678455e+00,4.597544505269e-01,8.400993005552e-02
154,6160,3.191809418605e-01,1.317851071635e+00,6.428165939875e-01,8.400993005552e-02
155,6200,3.445851487831e-01,1.110713962114e+00,3.661241249954e-01,8.400993005552e-02
156,6240,1.803512057954e-01,1.262807095621e+00,4.940803270005e-01,8.400993005552e-02
157,6280,5.328291388894e-01,1.152285864111e+00,5.243337354915e-01,8.400993005552e-02
158,6320,1.250654955455e-01,1.206403559244e+00,4.793983596699e-01,8.400993005552e-02
159,6360,2.980507800164e-01,1.351884660316e+00,6.365263700245e-01,8.400993005552e-02
160,6400,1.412041869104e-01,1.213878956215e+00,5.614545197103e-01,8.400993005552e-02
161,6440,3.242811250009e-01,1.411624688000e+00,1.176309466181e+00,8.400993005552e-02
162,6480,7.524535576332e-02,1.386935130821e+00,2.499641906162e+00,7.524535576332e-02
163,6520,7.811867083179e-02,1.276469677035e+00,9.956721024309e-01,7.524535576332e-02
164,6560,7.257466047670e-02,1.112460765473e+00,6.573505451152e-01,7.257466047670e-02
165,6600,1.467317014967e-01,1.330365362415e+00,1.323626483710e+00,7.257466047670e-02
166,6640,9.311386348973e-02,1.337825438902e+00,1.150249641732e+00,7.257466047670e-02
167,6680,9.269492202814e-02,1.410215260500e+00,1.373435644403e+00,7.257466047670e-02
168,6720,1.105938484777e-01,1.202416373054e+00,8.652991944784e-01,7.257466047670e-02
169,6760,7.782205722574e-02,1.268520558099e+00,1.294432166454e+00,7.257466047670e-02
170,6800,7.088790035806e-02,1.250468895657e+00,9.294762116687e-01,7.088790035806e-02
171,6840,7.992912271650e-02,1.298349573181e+00,5.423030102335e-01,7.088790035806e-02
172,6880,7.373166348208e-02,1.101167115845e+00,5.835681163303e-01,7.088790035806e-02
173,6920,7.296607010708e-02,1.063131808815e+00,4.697949898055e-01,7.088790035806e-02
174,6960,7.106233292668e-02,1.206736796197e+00,4.681871139188e-01,7.088790035806e-02
175,7000,7.173640444401e-02,1.236685646770e+00,6.718711993829e-01,7.088790035806e-02
176,7040,7.291159559291e-02,1.128436659152e+00,5.253226192022e-01,7.088790035806e-02
177,7080,7.064345279261e-02,1.226570547106e+00,4.929950829838e-01,7.064345279261e-02
178,7120,7.087646949243e-02,1.294089625787e+00,5.297330792031e-01,7.064345279261e-02
179,7160,7.119134626441e-02,1.001461569205e+00,3.664967725806e-01,7.064345279261e-02
180,7200,7.107313117665e-02,1.059038067177e+00,4.678427944084e-01,7.064345279261e-02
181,7240,7.101107930288e-02,1.079346021684e+00,4.588154080339e-01,7.064345279261e-02
182,7280,7.090561202862e-02,1.145372744101e+00,5.163803345799e-01,7.064345279261e-02
183,7320,7.101517513976e-02,1.271761423541e+00,6.050178686551e-01,7.064345279261e-02
184,7360,7.043681291307e-02,1.194677688043e+00,4.965502609794e-01,7.043681291307e-02
185,7400,7.048590352696e-02,1.086636208994e+00,4.747445847189e-01,7.043681291307e-02
186,7440,7.045841231235e-02,1.055167979514e+00,4.382003702630e-01,7.043681291307e-02
187,7480,7.062499343926e-02,1.073176568838e+00,5.294561641532e-01,7.043681291307e-02
188,7520,7.039027740632e-02,1.186642337649e+00,6.687550140963e-01,7.039027740632e-02
189,7560,7.030238237864e-02,1.222894486968e+00,6.133211423232e-01,7.030238237864e-02
190,7600,7.028114986556e-02,1.158327990359e+00,4.881020339870e-01,7.028114986556e-02
191,7640,7.028766451994e-02,1.097368752319e+00,5.263745433783e-01,7.028114986556e-02
192,7680,7.024399335355e-02,1.215033991475e+00,4.658719954029e-01,7.024399335355e-02
193,7720,7.024211276369e-02,1.176491652634e+00,5.324901369996e-01,7.024211276369e-02
194,7760,7.025608407924e-02,1.201348775467e+00,6.183207990219e-01,7.024211276369e-02
195,7800,7.025481409443e-02,1.310671639817e+00,1.827942705597e+00,7.024211276369e-02
196,7840,7.021578607314e-02,1.097725043120e+00,5.328264114397e-01,7.021578607314e-02
197,7880,7.075469420520e-02,1.305837725972e+00,1.156153862361e+00,7.021578607314e-02
198,7920,7.097901332990e-02,1.240163764181e+00,5.827062122854e-01,7.021578607314e-02
199,7960,7.020043493684e-02,1.185685719994e+00,7.405215119428e-01,7.020043493684e-02
200,8000,7.086187794413e-02,1.034373729395e+00,5.748755967980e-01,7.020043493684e-02
201,8040,7.051584077815e-02,1.163565423163e+00,5.998214631169e-01,7.020043493684e-02
202,8080,7.056393281034e-02,1.238407430467e+00,7.360068600516e-01,7.020043493684e-02
203,8120,7.046740223140e-02,1.194706972668e+00,5.886296874799e-01,7.020043493684e-02
204,8160,7.055100596299e-02,1.102817199429e+00,5.576323914441e-01,7.020043493684e-02
205,8200,7.051444817979e-02,1.188272559173e+00,5.227922158941e-01,7.020043493684e-02
206,8240,7.011803445385e-02,1.212950304619e+00,6.274503249374e-01,7.011803445385e-02
207,8280,7.004041066811e-02,9.792110684045e-01,4.487437572411e-01,7.004041066811e-02
208,8320,7.009226768118e-02,1.199665679611e+00,5.552589165500e-01,7.004041066811e-02
209,8360,7.004084708462e-02,1.125217821266e+00,6.046642838968e-01,7.004041066811e-02
210,8400,7.017161307642e-02,1.172416432490e+00,5.041313225683e-01,7.004041066811e-02
211,8440,7.010892011841e-02,1.046617209939e+00,5.671723661501e-01,7.004041066811e-02
212,8480,7.000584619492e-02,1.083484877704e+00,5.239269013067e-01,7.000584619492e-02
213,8520,7.000221998772e-02,1.201373542975e+00,7.418947184647e-01,7.000221998772e-02
214,8560,6.995013384391e-02,1.112946633861e+00,4.946211403472e-01,6.995013384391e-02
215,8600,6.996965508008e-02,9.677811975852e-01,5.587587061912e-01,6.995013384391e-02
216,8640,7.004130534525e-02,1.069519512004e+00,5.027164690057e-01,6.995013384391e-02
217,8680,6.999551762582e-02,1.058626674704e+00,4.509161284730e-01,6.995013384391e-02
218,8720,6.995072396634e-02,1.098443280880e+00,5.711602937167e-01,6.995013384391e-02
219,8760,6.992029722893e-02,1.111067003793e+00,5.047986453364e-01,6.992029722893e-02
220,8800,6.995186641816e-02,1.193733824827e+00,8.054866028082e-01,6.992029722893e-02
221,8840,6.993521401243e-02,1.089250352391e+00,7.463842187898e-01,6.992029722893e-02
222,8880,6.994153515839e-02,1.310019341141e+00,6.750508655519e-01,6.992029722893e-02
223,8920,6.989902285950e-02,1.236983561394e+00,1.086543357124e+00,6.989902285950e-02
224,8960,6.987978081995e-02,1.143920951493e+00,5.436066581536e-01,6.987978081995e-02
225,9000,6.985911431618e-02,1.214089145379e+00,6.513251735062e-01,6.985911431618e-02
226,9040,6.984602106022e-02,1.141752369636e+00,4.471953274676e-01,6.984602106022e-02
227,9080,6.981094410935e-02,9.626237226639e-01,5.128144080210e-01,6.981094410935e-02
228,9120,6.980744643487e-02,1.017972892581e+00,4.172784245327e-01,6.980744643487e-02
229,9160,6.978683001812e-02,1.041270559070e+00,4.593328950243e-01,6.978683001812e-02
230,9200,6.976587158132e-02,9.865580090441e-01,5.154870271797e-01,6.976587158132e-02
231,9240,6.975184252552e-02,1.137091537917e+00,4.532188834686e-01,6.975184252552e-02
232,9280,6.972436153260e-02,1.018434953252e+00,5.106713839751e-01,6.972436153260e-02
233,9320,6.970726838731e-02,1.052913474008e+00,5.067110193403e-01,6.970726838731e-02
234,9360,6.969721627663e-02,1.160674111458e+00,5.179801905632e-01,6.969721627663e-02
235,9400,6.969114779962e-02,1.158137836265e+00,5.723498101786e-01,6.969114779962e-02
236,9440,6.968738455410e-02,1.106180248388e+00,5.372955251392e-01,6.968738455410e-02
237,9480,6.968498920710e-02,1.229173029279e+00,9.171566490241e-01,6.968498920710e-02
238,9520,6.968342743661e-02,1.410122288041e+00,1.853311087286e+00,6.968342743661e-02
239,9560,6.968238739974e-02,1.126896942106e+00,6.371393915368e-01,6.968238739974e-02
240,9600,6.534085179463e-02,1.326419226150e+00,1.333917630714e+00,6.534085179463e-02
241,9640,2.611708193313e-01,1.097099095802e+00,4.258168762810e-01,6.534085179463e-02
242,9680,1.222981321850e-01,1.390754224339e+00,8.503771409963e-01,6.534085179463e-02
243,9720,1.889820661380e-01,1.225582995807e+00,8.268982215401e-01,6.534085179463e-02
244,9760,2.073200058194e-01,1.271150308032e+00,4.868177281706e-01,6.534085179463e-02
245,9800,3.173732999374e-01,1.285009307364e+00,8.749773280344e-01,6.534085179463e-02
246,9840,2.895379971885e-01,1.300740790959e+00,8.501830165745e-01,6.534085179463e-02
247,9880,1.098648565005e-01,1.367687714353e+00,1.473507185662e+00,6.534085179463e-02
248,9920,7.022045209412e-02,1.204436464201e+00,4.812638212707e-01,6.534085179463e-02
249,9960,4.255519598099e-01,1.314553521469e+00,1.132691313964e+00,6.534085179463e-02
